# curie_map:
#   nist-csf-2: "https://crosswalker.dev/ontology/nist-csf-2/"
#   nist-800-53: "https://crosswalker.dev/ontology/nist-800-53/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   semapv: "https://w3id.org/semapv/vocab/"
# mapping_set_id: "https://crosswalker.dev/crosswalks/nist-csf-2-to-nist-800-53"
# subject_source: "nist-csf-2"
# object_source: "nist-800-53"
# mapping_provider: "NIST OLIR"
# mapping_date: "2026-05-04"
subject_id	predicate_id	object_id	mapping_justification	confidence
nist-csf-2:ID.AM-04	skos:relatedMatch	nist-800-53:SR-2	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-05	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-05	skos:relatedMatch	nist-800-53:RA-9	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-05	skos:relatedMatch	nist-800-53:RA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-07	skos:relatedMatch	nist-800-53:CM-12	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-07	skos:relatedMatch	nist-800-53:CM-13	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-07	skos:relatedMatch	nist-800-53:SI-12	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:CM-9	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:CM-13	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:MA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:MA-6	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:PL-2	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:PM-22	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:PM-23	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SA-4	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SA-22	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SI-12	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SI-18	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SR-5	semapv:ManualMappingCuration	
nist-csf-2:ID.AM-08	skos:relatedMatch	nist-800-53:SR-12	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:CA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:CA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:RA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:SA-11(2)	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:SA-15(7)	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:SA-15(8)	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-01	skos:relatedMatch	nist-800-53:SI-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-02	skos:relatedMatch	nist-800-53:SI-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-02	skos:relatedMatch	nist-800-53:PM-15	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-02	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-03	skos:relatedMatch	nist-800-53:PM-12	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-03	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-03	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-03	skos:relatedMatch	nist-800-53:SI-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:PM-9	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:PM-11	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:RA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:RA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-04	skos:relatedMatch	nist-800-53:RA-9	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-05	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-05	skos:relatedMatch	nist-800-53:RA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-05	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-05	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-06	skos:relatedMatch	nist-800-53:PM-9	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-06	skos:relatedMatch	nist-800-53:PM-18	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-06	skos:relatedMatch	nist-800-53:PM-30	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-06	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-07	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-07	skos:relatedMatch	nist-800-53:CM-3	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-07	skos:relatedMatch	nist-800-53:CM-4	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-08	skos:relatedMatch	nist-800-53:RA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-4	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-10	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-11	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-15	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SA-17	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SR-5	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SR-6	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SR-10	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-09	skos:relatedMatch	nist-800-53:SR-11	semapv:ManualMappingCuration	
nist-csf-2:ID.RA-10	skos:relatedMatch	nist-800-53:SR-6	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:AC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:AT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:AU-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:IA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:IR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:MA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:MP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PE-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PL-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PS-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:RA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SI-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:PL-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:RA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SA-11	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SA-17(6)	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SI-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-01	skos:relatedMatch	nist-800-53:SR-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:AC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:AT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:AU-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:IA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:IR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:MA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:MP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PE-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PL-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PS-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:RA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SI-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:CP-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:IR-3	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PL-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PM-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:PM-31	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:RA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SA-11	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SI-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-02	skos:relatedMatch	nist-800-53:SR-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:AC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:AT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:AU-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:IA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:IR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:MA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:MP-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PE-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PL-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PM-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PS-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PT-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:RA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SA-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SC-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SI-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SR-1	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CA-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PL-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PM-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:PM-31	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:RA-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SA-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SA-11	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SI-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-03	skos:relatedMatch	nist-800-53:SR-5	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-04	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-04	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-04	skos:relatedMatch	nist-800-53:PL-2	semapv:ManualMappingCuration	
nist-csf-2:ID.IM-04	skos:relatedMatch	nist-800-53:SR-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:AC-1	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:AC-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:AC-14	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-1	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-4	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-5	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-6	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-7	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-8	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-9	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-10	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-01	skos:relatedMatch	nist-800-53:IA-11	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-02	skos:relatedMatch	nist-800-53:IA-12	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:AC-7	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:AC-12	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-5	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-7	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-8	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-9	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-10	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-03	skos:relatedMatch	nist-800-53:IA-11	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-04	skos:relatedMatch	nist-800-53:IA-13	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-1	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-3	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-5	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-6	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-10	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-16	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-17	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-18	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-19	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:AC-24	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-05	skos:relatedMatch	nist-800-53:IA-13	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-3	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-4	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-5	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-6	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-8	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-18	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-19	semapv:ManualMappingCuration	
nist-csf-2:PR.AA-06	skos:relatedMatch	nist-800-53:PE-20	semapv:ManualMappingCuration	
nist-csf-2:PR.AT-01	skos:relatedMatch	nist-800-53:AT-2	semapv:ManualMappingCuration	
nist-csf-2:PR.AT-01	skos:relatedMatch	nist-800-53:AT-3	semapv:ManualMappingCuration	
nist-csf-2:PR.AT-02	skos:relatedMatch	nist-800-53:AT-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:CA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:CP-9	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:MP-8	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-12	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-13	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-28	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-32	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-39	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SC-43	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SI-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-01	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:AU-16	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:CA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-8	semapv:ManualMappingCuration	
